STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,MXSD,TPCP,TSNW,MNTM
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19951001,86,-9999,187,-9999,69
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19951101,155,249,776,-9999,-29
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19951201,137,259,368,-9999,-93
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19960101,81,381,173,-9999,-99
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19960201,64,429,339,-9999,-97
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19960301,62,409,167,-9999,-31
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19960401,52,279,164,-9999,66
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19960501,108,-9999,486,-9999,158
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19960601,326,-9999,998,-9999,165
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19960701,135,-9999,647,-9999,191
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19960801,90,-9999,217,-9999,174
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19960901,362,-9999,1311,-9999,101
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19961001,91,-9999,294,-9999,60
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19961101,167,51,526,-9999,39
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19961201,76,150,289,-9999,-69
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19970101,77,320,458,-9999,-78
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19970201,41,371,324,-9999,-46
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19970301,152,239,518,-9999,-10
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19970401,61,109,258,-9999,48
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19970501,106,-9999,364,-9999,113
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19970601,252,-9999,927,-9999,181
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19970701,33,-9999,60,-9999,185
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19970801,282,-9999,622,-9999,173
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19970901,78,-9999,541,-9999,87
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19971001,404,130,1662,-9999,38
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19971101,192,109,632,-9999,-8
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19971201,61,239,428,-9999,-76
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19980101,74,269,437,-9999,-47
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19980201,55,429,386,-9999,-76
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19980301,144,391,634,-9999,-13
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19980401,219,279,600,-9999,38
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19980501,327,-9999,1027,-9999,139
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19980601,187,-9999,553,-9999,199
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19980701,256,-9999,1473,-9999,191
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19980801,279,-9999,1391,-9999,158
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19980901,146,-9999,518,-9999,109
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19981001,185,-9999,746,-9999,60
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19981101,155,191,599,-9999,-80
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19981201,106,300,457,-9999,-60
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19990101,109,439,726,-9999,-45
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19990201,97,640,531,-9999,-64
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19990301,81,620,366,-9999,-6
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19990401,120,191,267,-9999,97
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19990501,62,-9999,377,-9999,86
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19990601,95,-9999,95,-9999,208
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19990701,251,-9999,684,-9999,218
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19990801,182,-9999,859,-9999,169
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19990901,194,-9999,477,-9999,121
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19991001,138,-9999,332,-9999,76
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19991101,101,109,399,-9999,-47
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,19991201,74,191,548,-9999,-17
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20000101,53,391,422,-9999,-61
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20000201,91,429,556,-9999,-27
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20000301,85,429,460,-9999,-6
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20000401,121,290,268,-9999,111
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20000501,97,-9999,365,-9999,108
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20000601,355,-9999,1155,-9999,161
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20000701,400,-9999,1671,-9999,196
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20000801,355,-9999,833,-9999,169
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20000901,155,-9999,509,-9999,103
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20001001,147,-9999,315,-9999,73
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20001101,190,79,432,-9999,0
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20001201,124,290,818,-9999,-26
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20010101,98,290,380,-9999,-44
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20010201,143,711,912,-9999,-73
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20010301,151,701,479,-9999,-21
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20010401,111,259,290,-9999,109
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20010501,309,-9999,1116,-9999,114
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20010601,143,-9999,715,-9999,165
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20010701,348,-9999,892,-9999,231
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20010801,185,-9999,566,-9999,171
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20010901,107,-9999,375,-9999,126
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20011001,171,-9999,704,-9999,50
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20011101,114,170,661,-9999,-4
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20011201,85,399,539,-9999,-106
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20020101,71,439,475,-9999,-46
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20020201,50,371,488,-9999,-5
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20020301,51,20,295,-9999,25
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20020401,57,41,135,-9999,71
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20020501,53,-9999,178,-9999,126
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20020601,148,-9999,497,-9999,170
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20020701,77,-9999,238,-9999,223
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20020801,151,-9999,213,-9999,171
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20020901,317,-9999,796,-9999,123
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20021001,197,20,1317,-9999,24
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20021101,106,180,405,-9999,-15
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20021201,84,231,368,-9999,-127
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20030101,100,391,446,-9999,-75
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20030201,38,371,93,-9999,-86
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20030301,86,371,210,-9999,-27
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20030401,75,201,464,-9999,48
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20030501,132,-9999,409,-9999,154
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20030601,141,-9999,801,-9999,130
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20030701,272,-9999,663,-9999,206
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20030801,585,-9999,1446,-9999,172
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20030901,398,-9999,1003,-9999,118
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20031001,232,79,529,-9999,57
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20031101,153,170,524,-9999,14
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20031201,128,180,424,-9999,-21
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20040101,105,391,882,-9999,-65
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20040201,93,531,505,-9999,-67
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20040301,110,371,303,-9999,15
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20040401,106,-9999,372,-9999,47
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20040501,97,-9999,580,-9999,112
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20040601,125,-9999,764,-9999,155
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20040701,492,-9999,1525,-9999,194
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20040801,417,-9999,801,-9999,186
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20040901,487,-9999,884,-9999,124
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20041001,198,-9999,835,-9999,62
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20041101,152,249,632,-9999,-15
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20041201,85,300,569,-9999,-30
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20050101,137,399,975,-9999,-30
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20050201,113,470,427,-9999,-87
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20050301,92,610,401,-9999,-60
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20050401,181,500,491,-9999,72
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20050501,178,-9999,809,-9999,150
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20050601,297,-9999,889,-9999,166
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20050701,382,-9999,867,-9999,195
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20050801,108,-9999,287,-9999,177
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20050901,68,-9999,122,-9999,134
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20051001,107,20,445,-9999,64
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20051101,120,71,310,-9999,16
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20051201,146,399,787,-9999,-41
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20060101,37,361,267,-9999,-109
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20060201,100,559,362,-9999,-131
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20060301,123,630,469,-9999,-37
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20060401,177,320,444,-9999,59
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20060501,109,-9999,556,-9999,122
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20060601,137,-9999,546,-9999,182
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20060701,111,-9999,345,-9999,181
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20060801,258,-9999,1293,-9999,178
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20060901,281,-9999,604,-9999,137
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20061001,102,61,525,-9999,71
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20061101,181,109,514,-9999,7
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20061201,60,99,320,-9999,12
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20070101,133,130,698,-9999,-15
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20070201,105,351,465,-9999,-110
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20070301,122,310,393,-9999,45
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20070401,65,-9999,244,-9999,59
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20070501,134,-9999,340,-9999,156
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20070601,34,-9999,212,-9999,172
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20070701,234,-9999,812,-9999,190
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20070801,255,-9999,865,-9999,202
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20070901,174,-9999,566,-9999,123
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20071001,256,61,1092,-9999,70
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20071101,112,140,651,-9999,-20
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20071201,26,99,143,-9999,-20
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20080101,113,239,325,-9999,-58
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20080201,89,221,590,-9999,-16
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20080301,143,140,561,-9999,20
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20080401,121,-9999,512,-9999,93
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20080501,167,-9999,683,-9999,111
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20080601,152,-9999,763,-9999,157
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20080701,508,-9999,1810,-9999,193
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20080801,304,-9999,1151,-9999,178
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20080901,232,-9999,696,-9999,110
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20081001,165,-9999,625,-9999,90
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20081101,71,99,472,-9999,23
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20081201,139,89,524,-9999,-17
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20090101,53,231,417,-9999,-58
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20090201,103,361,514,-9999,-54
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20090301,91,371,357,-9999,-5
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20090401,73,201,251,-9999,50
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20090501,183,-9999,588,-9999,134
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20090601,66,-9999,458,-9999,174
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20090701,210,-9999,909,-9999,188
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20090801,259,-9999,864,-9999,159
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20090901,113,-9999,427,-9999,141
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20091001,403,-9999,1355,-9999,60
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20091101,147,71,698,-9999,22
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20091201,101,290,558,-9999,-64
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20100101,59,330,182,-9999,-146
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20100201,106,671,637,-9999,-84
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20100301,53,531,221,-9999,-11
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20100401,98,30,307,-9999,84
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20100501,133,-9999,591,-9999,168
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20100601,98,-9999,623,-9999,186
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20100701,77,-9999,119,-9999,257
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20100801,246,-9999,680,-9999,220
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20100901,149,-9999,703,-9999,120
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20101001,127,-9999,420,-9999,40
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20101101,199,30,749,-9999,28
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20101201,131,290,787,-9999,-77
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20110101,77,429,372,-9999,-76
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20110201,111,559,381,-9999,-112
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20110301,35,521,212,-9999,-20
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20110401,225,310,441,-9999,65
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20110501,61,-9999,249,-9999,144
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20110601,155,-9999,384,-9999,188
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20110701,210,-9999,707,-9999,235
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20110801,285,-9999,615,-9999,190
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20110901,346,-9999,749,-9999,124
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20111001,262,-9999,625,-9999,68
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20111101,67,970,452,-9999,1
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20111201,134,310,755,-9999,-2
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20120101,86,239,578,-9999,-67
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20120201,78,391,363,-9999,-117
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20120301,131,460,618,-9999,-32
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20120401,182,399,495,-9999,84
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20120501,144,-9999,537,-9999,152
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20120601,233,-9999,914,-9999,171
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20120701,184,-9999,522,-9999,209
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20120801,196,-9999,850,-9999,180
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20120901,141,-9999,468,-9999,131
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20121001,389,119,1380,-9999,66
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20121101,262,221,893,-9999,16
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20121201,126,231,489,-9999,-86
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20130101,96,500,447,-9999,-87
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20130201,179,569,392,-9999,-36
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20130301,256,770,768,-9999,-66
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20130401,134,650,636,-9999,60
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20130501,177,-9999,924,-9999,169
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20130601,163,-9999,491,-9999,198
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20130701,296,-9999,1179,-9999,191
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20130801,210,-9999,777,-9999,186
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20130901,306,-9999,1834,-9999,105
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20131001,98,-9999,300,-9999,65
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20131101,137,41,619,-9999,40
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20131201,87,150,541,-9999,-20
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20140101,71,119,362,-9999,-108
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20140201,41,150,79,-9999,-9999
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20140301,71,51,135,-9999,38
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20140401,64,51,202,-9999,83
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20140501,221,-9999,702,-9999,174
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20140601,140,-9999,468,-9999,192
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20140801,191,-9999,430,-9999,175
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20140901,231,-9999,366,-9999,149
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20141001,99,10,264,-9999,49
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20141101,46,-9999,100,-9999,-22
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20141201,89,211,521,-9999,-83
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20150101,79,351,485,-9999,-4
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20150201,130,460,283,-9999,-62
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20150301,41,300,153,-9999,22
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20150401,140,61,209,-9999,27
GHCND:RSM00027612,MOSCOW RS,156,55.8331,37.6167,20151001,41,10,138,-9999,33
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19371001,30,-9999,40,0,61
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19371101,76,-9999,283,283,-9999
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19371201,38,-9999,118,118,-150
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19380101,79,-9999,141,141,-94
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19380201,48,-9999,120,120,-168
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19380301,15,-9999,49,39,-8
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19380401,53,-9999,124,124,44
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19380501,188,-9999,312,25,103
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19380601,236,-9999,715,0,151
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19380701,257,-9999,854,0,173
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19380801,246,-9999,1001,0,135
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19380901,20,-9999,30,0,151
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19381001,112,-9999,222,13,71
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19381101,102,-9999,367,367,-50
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19381201,203,-9999,343,343,-101
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19390101,61,-9999,222,222,-94
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19390201,91,-9999,583,581,-176
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19390301,46,-9999,211,183,-76
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19390401,114,-9999,201,59,55
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19390501,439,-9999,1340,0,116
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19390601,145,-9999,367,0,117
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19390701,135,-9999,326,0,173
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19390801,5,-9999,8,0,162
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19390901,246,-9999,460,15,96
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19391001,117,-9999,440,330,13
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19391101,74,-9999,125,89,9
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19391201,30,-9999,114,76,-40
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19400101,66,-9999,239,239,-163
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19400201,28,-9999,146,146,-112
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19400301,114,-9999,704,704,-49
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19400401,272,-9999,665,249,11
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19400501,198,-9999,605,0,123
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19400601,152,-9999,630,0,133
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19400701,173,-9999,772,0,157
GHCND:CA003012208,EDMONTON CITY CENTRE A CA,671,53.5667,-113.5167,19400801,152,-9999,265,0,157
